Wall time,Step,Value
1675723585.1629908,1,0.4635106325149536
1675723730.3130772,2,0.5973936319351196
1675723877.847112,3,0.6484042406082153
1675724026.0137203,4,0.6827127933502197
1675724173.0965605,5,0.7047340273857117
1675724320.9932003,6,0.7084574699401855
1675724469.6961815,7,0.7191489338874817
1675724618.7184331,8,0.726436197757721
1675724768.7980251,9,0.7200531959533691
1675724917.6998887,10,0.7201063632965088
1675725066.7946475,11,0.7197872400283813
1675725215.993591,12,0.7214893698692322
1675725364.9318728,13,0.7038829922676086
1675725515.120351,14,0.7079787254333496
1675725669.7155912,15,0.6996808648109436
1675725825.3566103,16,0.6979787349700928
1675725984.6140387,17,0.6920744776725769
1675726144.812976,18,0.6848936080932617
1675726302.2884648,19,0.6840957403182983
1675726464.484254,20,0.6818085312843323
1675726625.4078119,21,0.6721808314323425
1675726784.3624718,22,0.6695212721824646
1675726942.739197,23,0.6593084931373596
1675727101.6563528,24,0.6547872424125671
1675727260.1842883,25,0.6512765884399414
1675727417.4591117,26,0.6385638117790222
1675727574.313038,27,0.6327659487724304
1675727732.8393075,28,0.6287233829498291
1675727892.7252522,29,0.6286702156066895
1675728050.9744081,30,0.6209574341773987
1675728208.086166,31,0.6176595687866211
1675728364.778204,32,0.6165957450866699
1675728521.9289794,33,0.5971276760101318
1675728678.5304456,34,0.5984042286872864
1675728834.9810164,35,0.5864893794059753
1675728995.113212,36,0.5826596021652222
1675729150.0856447,37,0.586063802242279
1675729309.4586308,38,0.5760106444358826
1675729465.1700838,39,0.569361686706543
1675729620.18042,40,0.5604787468910217
1675729776.28982,41,0.5619149208068848
1675729933.815065,42,0.5585638284683228
1675730090.9064796,43,0.5551064014434814
1675730247.9201891,44,0.5496276617050171
1675730403.6170046,45,0.5573936104774475
1675730563.344383,46,0.5351595878601074
1675730717.9025974,47,0.53425532579422
1675730873.0869799,48,0.5312234163284302
1675731029.1031911,49,0.5289361476898193
1675731187.6557665,50,0.5182978510856628
1675731345.8664541,51,0.5114361643791199
1675731500.363511,52,0.5161702036857605
1675731659.9015088,53,0.5146276354789734
1675731814.5839648,54,0.4971276521682739
1675731967.1107676,55,0.5047872066497803
1675732124.5971346,56,0.4983510673046112
1675732279.8621018,57,0.49521276354789734
1675732436.2344468,58,0.488404244184494
1675732596.623368,59,0.48069149255752563
1675732756.4384656,60,0.49000000953674316
1675732915.580186,61,0.4781914949417114
1675733076.3135314,62,0.4695744812488556
1675733232.375883,63,0.4701595604419708
1675733394.3405144,64,0.47037234902381897
1675733550.698916,65,0.4675000011920929
1675733711.9989688,66,0.449095755815506
1675733868.1790283,67,0.46648937463760376
1675734028.148911,68,0.44888296723365784
1675734185.0644624,69,0.4499468207359314
1675734340.9783173,70,0.45026594400405884
1675734496.8146706,71,0.44505318999290466
1675734657.421857,72,0.441648930311203
1675734817.6394966,73,0.44542554020881653
1675734974.5994706,74,0.4406915009021759
1675735131.1730402,75,0.443031907081604
1675735289.6376753,76,0.4330851137638092
1675735447.563336,77,0.43893617391586304
1675735602.3217368,78,0.4312765896320343
1675735757.7537663,79,0.4312765896320343
1675735913.578728,80,0.43787235021591187
1675736070.750765,81,0.4192553162574768
1675736224.3881178,82,0.4317021369934082
1675736381.1416447,83,0.418936163187027
1675736537.402346,84,0.41696807742118835
1675736697.372594,85,0.41117021441459656
1675736854.418806,86,0.41170212626457214
1675737013.5645785,87,0.4056914746761322
1675737168.6409316,88,0.41547873616218567
1675737322.9026577,89,0.4040425419807434
1675737479.0983276,90,0.40510639548301697
1675737632.9572837,91,0.3997872471809387
1675737786.212572,92,0.40132978558540344
1675737935.833004,93,0.39760637283325195
1675738089.409501,94,0.4029255211353302
1675738241.812676,95,0.39914894104003906
1675738391.7018118,96,0.388031929731369
1675738545.6090553,97,0.3967021405696869
1675738696.996104,98,0.39042553305625916
1675738847.7820728,99,0.38680851459503174
1675739001.6205876,100,0.3918617069721222
